0.84441,-1.59907,0.47993,-0.89697,-0.29866,1.19860,-0.65332,-0.95614,3.15486,1.29249,-1.04506,-1.11937,6.20526,1.00109,-2.10515,-1.32908
-2.28121,1.29534,0.68643,-0.02773,-0.68603,-0.53186,-0.50464,-0.92320,-0.69804,0.00298,-0.39102,-0.33648,-0.16769,0.43544,1.26419,0.25975
-6.35472,-11.56040,-3.15685,0.62212,-2.44088,-4.09843,-0.31132,0.71616,0.90015,2.93777,-0.01294,0.15141,6.30246,2.72726,0.10499,0.60623
2.84091,-0.08354,-0.66227,-0.72330,1.32734,-0.37960,-0.42136,-0.07573,0.12209,-1.58725,-1.09195,-0.64335,-0.54744,-1.19518,-3.06288,-0.89525
-2.54617,0.06041,0.01587,-0.92757,-1.52953,-0.05166,-0.26246,-1.90881,1.37102,0.82455,-0.74577,-1.06662,4.12991,1.29295,0.58017,1.30154
-0.74136,0.51719,-0.37249,-1.27759,-1.44677,0.18551,-0.18383,-1.57265,3.63872,1.20841,-0.70548,-0.40898,7.31523,1.58224,-0.42344,0.09915
-12.63163,-1.33191,0.40263,0.95670,-3.66072,-2.44926,0.10180,-1.59792,4.97077,3.47369,0.20887,-0.85952,5.05407,6.36568,4.28993,0.77698
-1.93853,-0.76184,-0.07315,-0.60066,-1.37744,-0.95912,-0.69859,-0.68342,0.71289,0.38790,-0.46902,-0.34118,1.91206,0.51681,0.68216,0.54980
-8.03079,0.03638,1.35161,-0.34059,-1.22099,-0.49168,0.04068,-1.70689,-1.05259,-0.10757,-1.16293,-0.28246,-3.46537,2.12344,4.08747,1.58115
-4.50469,0.77642,1.36908,-0.54279,-1.17649,-0.13683,-0.29530,-0.98153,-1.28926,-0.32873,-0.29713,-0.48822,-2.00625,1.61841,2.53787,0.99064
9.33868,0.41153,0.03375,-0.62666,5.48611,1.74530,0.03649,-1.68622,0.39307,-0.85519,-0.07394,-1.61003,-1.40881,-2.52816,-7.28158,-2.86433
10.59920,1.23898,-0.31636,-0.59056,5.65551,3.06321,0.26017,-0.86413,-4.34912,-2.45816,0.65498,-0.57336,-4.85604,-6.67876,-5.54252,-0.05873
1.54605,-2.93828,-0.75004,-1.37637,-1.39377,2.35550,0.84511,-0.80445,7.49397,2.63464,-0.93295,-1.19020,11.23176,1.21760,-2.75715,-2.24995
-11.90781,0.24734,1.81524,1.07640,-1.75910,-0.03964,-0.87060,-1.90257,-2.88888,-0.49327,-1.63301,-0.94619,-8.16909,0.82834,6.40967,1.36356
-1.42477,0.86381,0.73784,-0.27842,-0.45774,-0.19405,-0.62797,-0.70534,-1.06645,-0.37704,-0.50929,0.10237,-2.44369,-0.26589,1.21999,0.08274
-3.90335,2.10231,1.21424,-1.26332,-1.33653,0.28125,0.19294,-1.90239,0.57689,0.53582,-0.80480,-0.84270,2.55487,2.32436,1.41499,0.57403
-1.10524,1.55213,0.62697,-0.93553,0.04755,-0.09000,-0.16779,-0.78804,-0.50732,-0.01441,-0.09317,-0.06569,-0.54409,0.64619,0.40165,-0.51550
13.03011,0.44699,-1.05918,-1.57463,7.93179,2.47711,1.69539,-2.24298,0.69109,-1.40697,0.95225,-1.97180,0.76732,-5.53325,-8.92207,-2.19010
-13.80530,-1.83875,0.15641,0.76822,0.13109,-0.23636,0.22193,-1.41873,-0.37469,1.02612,0.32547,-1.22000,-3.42726,1.96736,3.97698,1.48137
3.37397,-0.24711,-0.16612,-1.59917,2.17634,1.01976,-0.41786,-1.52773,1.66646,1.32895,-0.28587,-2.69660,1.24185,-0.01817,-1.65102,-3.55694
2.80655,-1.06273,-0.70245,-1.35073,0.90729,0.70894,-0.57618,-1.13728,1.86923,1.24665,-0.50413,-1.68332,3.69700,0.93427,-1.70969,-2.42295
-0.33926,-1.45555,1.40171,-1.69346,-1.19995,1.48350,-0.90644,-2.03905,2.91855,0.95989,-0.98012,-1.71667,5.90268,1.77733,-1.24727,-0.70014
-8.88917,5.31366,2.39115,2.23451,-4.84238,-3.63991,-0.65504,0.49205,-7.73564,-3.68196,0.37942,0.61941,-10.00722,0.48847,6.33272,3.07235
2.01657,0.35668,0.08649,-0.57430,0.82858,0.23747,-0.81578,-0.23323,-0.23543,-0.70154,-1.43003,-0.58185,-1.72330,-1.85502,-1.63737,-1.14912
-4.49491,1.53812,2.13238,0.50240,-0.81878,0.03524,0.11253,-1.22691,-3.49168,-0.75183,-0.52378,-0.18310,-8.17554,-0.51064,3.98271,0.65956
1.33479,1.24539,0.58220,0.19532,0.07079,0.00514,-0.88368,0.03784,-1.39275,-1.67086,-0.62599,-0.20518,-3.20662,-3.04169,-1.10955,-0.46833
-3.33906,3.17475,1.77243,1.01602,-0.84526,-2.27457,-1.23026,0.64320,-7.09535,-2.77600,1.26015,0.68674,-14.75350,-1.45713,4.51953,2.75191
1.26731,1.09926,0.49341,0.55873,0.16636,-0.83912,-0.74455,0.74197,-0.86427,-2.51910,-1.18047,-0.07964,-3.20775,-3.91239,-0.93742,-0.42048
2.70580,0.68061,0.08770,-0.19090,1.05449,-0.55572,-0.49913,0.70664,-0.87972,-1.74882,-0.68790,-0.72723,-1.89445,-2.58360,-2.26459,-0.97236
0.55883,0.38001,0.04644,-1.16648,-0.32660,0.40375,-0.22304,-1.14946,1.04406,0.17440,-0.36936,-1.04482,1.64822,0.52435,-0.78395,-1.15307
-6.24271,-8.05236,-2.08106,0.65837,-0.99711,-2.46237,-0.14182,-0.46100,0.24470,1.70023,0.67455,-0.47030,3.97510,1.89226,0.35536,1.13999
0.88757,-4.69021,0.53329,-1.85918,-3.17232,1.52563,1.08911,-1.71192,7.00396,3.08381,-1.56828,-2.56133,12.55713,1.86151,-2.90058,-0.86363
0.71478,1.24091,0.99893,0.40589,0.44440,-0.35327,-0.58387,0.18728,-2.37327,-2.30416,-0.38170,0.17208,-4.35234,-3.97492,-0.38635,-0.06382
-1.16594,0.48294,0.41424,-0.41828,-0.75845,-0.26664,-0.58795,-0.55432,-0.36247,0.07252,-0.45318,-0.27019,0.23103,0.11939,0.60757,0.19386
-1.04919,1.00021,1.15613,0.34430,0.16012,-0.24873,-0.62669,-0.86987,-1.75245,-1.25373,-0.67234,-0.20561,-3.73530,-1.80420,1.12300,0.05531
0.02817,1.15410,1.22105,0.09355,0.14408,-0.13022,-0.37369,-0.19786,-1.72310,-0.89749,-0.22852,-0.69446,-4.62433,-1.77715,0.86834,-0.08244
5.85139,-0.88382,-0.75135,-2.02773,2.82442,1.03775,-0.20367,-1.01437,1.32265,0.85636,0.53457,-1.43367,0.40959,-1.12450,-3.02760,-2.82979
-0.19521,0.57636,0.34930,-1.42246,0.02448,-0.21861,-0.06880,-1.07193,0.19790,0.12175,-0.54060,-0.95002,0.90506,0.45950,-0.24165,-0.36128
-2.53369,-1.64053,-0.56759,-0.81082,-1.33827,-1.13501,-0.18161,-0.87858,0.69367,0.37403,-0.08258,-0.65546,2.06349,1.25555,0.70995,0.52421
-4.07973,1.07315,1.23000,-0.47025,-0.18710,0.86781,-0.06673,-1.50287,-2.17803,-0.89582,-1.31656,-0.46344,-4.61522,-0.06320,2.60651,1.12069
-14.29436,-0.87334,-0.36712,1.08507,-1.33883,-1.28795,0.43704,-1.72213,2.16640,2.55576,0.46437,-1.46747,0.09306,3.09230,3.25862,1.60993
3.47796,0.38257,-0.09298,-0.93627,2.07592,0.24925,-0.09226,0.10035,0.45649,-0.62501,-0.42397,-1.61687,-1.21975,-2.40114,-3.17743,-1.70996
5.46789,-1.37708,-1.69698,-1.02432,2.33378,0.58030,-0.65477,-0.01435,1.35053,0.37466,1.01206,-0.88608,1.49561,-0.67861,-2.40246,-1.95813
-0.23762,0.21722,0.06956,-0.73432,-0.48212,-0.49752,-0.01293,-0.70539,-0.67510,-0.38360,-0.28703,-0.28746,-0.27254,-0.82426,-0.16170,0.20752
-1.03988,1.32435,1.26218,0.68835,-0.42147,-0.32720,-0.61937,-0.42734,-1.98573,-2.37206,-1.08747,0.14765,-4.63489,-3.07534,0.98327,0.48052
1.37129,0.91396,0.65192,-0.61527,1.24938,-0.14933,0.04437,-0.61714,-0.77403,-0.49528,-0.65430,-0.31701,-2.60601,-1.17790,-1.13223,-0.78957
-3.32894,1.02400,0.96711,-0.37383,-0.81068,-0.42086,-0.35470,-1.49510,-1.56638,-0.23044,-0.75115,-0.09262,-1.49527,0.26074,1.66854,0.87413
