-0.13775,-0.18161,0.01572,-0.13476,-0.03363,-0.29118,-0.06756,0.02045,0.09040,-0.10690,-0.12601,-0.09745,-0.28876,0.03916,-0.03952,-0.07306,-0.01389,-0.17280,0.04250,-0.31689,-0.14694,-0.19100,-0.04642,-0.14058,-0.09133,-0.04584,-0.05761,-0.12253,0.01250,-0.05998,-0.03902,-0.17186,-0.04473,-0.18966,-0.14374,-0.12132,-0.17963,-0.07001,-0.02639,-0.00688,0.08482,-0.14882,-0.39608,-0.03443,0.07018,-0.06440,-0.39964,-0.24938,-0.17742,0.05520,-0.00484,-0.00688,-0.14110,-0.05869,-0.08651,0.06875,-0.14368,0.01157,-0.11357,0.12556,0.00800,-0.00299,-0.15048,-0.05842,0.08891,-0.17323,-0.37717,0.10475,-0.05800,-0.41461,-0.12012,-0.12433,-0.04997,-0.03340,-0.22404,-0.01887,-0.08661,-0.04492,-0.18491,-0.07641,-0.16073,-0.08212,-0.09742,-0.05479,-0.11897,0.01307,-0.11336,-0.06769,0.08007,-0.37555,-0.28383,-0.33709,-0.32451,-0.13841,-0.14115,-0.03991,-0.06469,-0.19543,-0.08983,0.00230
-0.32551,-0.24379,0.09917,-0.21075,0.02641,-0.39214,-0.05665,-0.24242,0.21114,-0.11218,-0.18774,-0.62492,-0.54877,0.35382,-0.07315,0.11096,-0.16715,-0.30019,0.43163,-0.10598,-0.44298,-0.27801,0.30087,-0.03488,0.12335,-0.29729,0.29553,-0.29667,-0.32849,-0.17208,0.00766,-0.38218,-0.25750,-0.21787,-0.03943,-0.10994,-0.22375,-0.04371,-0.13028,0.03403,0.26403,-0.21131,-0.37854,-0.23121,-0.11866,-0.17567,0.06330,-0.16931,-0.64465,0.40941,-0.23210,-0.29177,-0.54351,-0.04903,0.25535,-0.07948,-0.07911,-0.18707,0.25183,0.34898,0.01742,0.00305,-0.22451,-0.17909,0.24461,0.06028,-0.72271,-0.11165,0.42138,-0.33359,0.21877,-0.17955,-0.15448,-0.13174,-0.35555,-0.00918,-0.53428,-0.33817,-0.22337,-0.04042,-0.56926,-0.18725,-0.50741,0.14443,0.07317,-0.04002,0.15902,0.11823,-0.27564,-0.39539,-0.62924,-0.56981,-0.42463,0.09154,-0.03987,0.03040,-0.09703,-0.67773,0.00390,-0.24684
-0.19834,-0.02060,0.11907,-0.07778,-0.08926,-0.36014,-0.00965,-0.17687,0.28062,0.01896,-0.01859,0.02360,-0.27232,0.04564,0.06501,-0.10495,-0.18923,-0.20522,0.08586,0.04292,-0.24335,-0.10554,-0.12585,-0.02706,0.13025,0.04372,-0.16646,-0.02125,-0.04566,-0.00990,-0.03031,-0.21678,-0.11703,-0.10467,-0.05973,-0.24731,-0.24073,-0.01791,0.09494,0.13051,0.13653,-0.02257,-0.06947,-0.06540,0.01813,-0.28138,-0.00224,-0.00903,-0.16950,-0.06776,-0.15674,-0.32443,-0.28014,-0.03807,-0.03556,0.02188,-0.13632,-0.23008,-0.27037,-0.01191,-0.23552,0.00704,-0.03793,-0.02671,0.14427,0.07789,-0.31351,-0.07372,-0.07315,-0.07861,0.05442,0.04773,-0.03765,0.09742,-0.09208,0.00050,-0.00733,-0.18385,-0.27944,0.02033,-0.22209,-0.16815,-0.31502,-0.05600,-0.02826,0.13642,-0.01163,-0.08524,0.00191,-0.06466,-0.40505,-0.14069,-0.06610,0.11700,-0.22771,-0.17085,-0.32289,-0.28473,-0.06418,-0.30090
-0.13568,-0.13029,-0.00487,0.20453,0.05407,-0.27334,-0.16856,0.23687,-0.18857,-0.02935,0.31321,0.26170,-0.25687,0.15620,-0.09852,-0.23218,0.05119,0.28410,0.01917,-0.15331,-0.21193,-0.10801,-0.25930,0.06001,0.06777,0.16903,-0.04531,0.17173,0.08248,0.04835,0.20712,0.09285,0.26286,0.11210,0.04759,0.17304,0.02381,-0.10967,-0.10863,0.03301,0.10302,0.03556,0.03255,-0.01281,0.09187,-0.06210,0.17120,0.28286,-0.07907,-0.44870,-0.29935,-0.09842,-0.15910,0.29769,-0.16011,-0.35663,0.13870,-0.07093,-0.05847,0.11857,-0.17110,0.20396,-0.02075,0.07748,-0.01566,0.21780,0.02370,-0.04132,0.00690,0.00447,0.02071,-0.17054,0.23449,0.29743,-0.13208,0.12343,0.28930,0.19833,0.02833,0.29919,-0.01069,0.28000,-0.02630,-0.18798,-0.39238,0.08403,0.04519,-0.02083,0.11082,0.00802,-0.07926,0.19846,-0.08768,0.05578,0.14667,0.00592,0.21920,-0.02182,0.01783,-0.07654
-0.17325,-0.20715,-0.35900,0.23796,-0.22325,-0.24275,-0.52423,-0.36432,-0.44214,-0.29395,0.00653,-0.12383,0.02818,-0.29354,-0.17152,-0.44561,-0.19627,0.09728,-0.32171,0.01057,-0.11382,-0.20153,-0.34184,0.12085,-0.18320,-0.10340,-0.14290,-0.09494,-0.05135,-0.05292,-0.38437,-0.22933,-0.10767,-0.18983,-0.16373,-0.20721,-0.26962,-0.22446,0.06454,0.13059,-0.31463,-0.06792,-0.14478,-0.19132,-0.05320,-0.16348,0.03836,-0.09173,-0.31274,-0.14588,-0.37278,-0.11982,-0.00451,-0.15355,-0.61705,-0.27427,-0.03640,-0.08771,-0.28590,0.10015,-0.33244,-0.17694,-0.31887,-0.01870,-0.24327,-0.25716,-0.07663,-0.15431,-0.13133,-0.16196,-0.16430,-0.12449,-0.07259,0.07690,-0.24023,-0.18882,-0.08006,-0.15536,-0.13896,-0.02124,-0.09829,0.02864,-0.05448,-0.07129,-0.21089,-0.13085,-0.32766,-0.32775,0.02493,0.04891,-0.12298,0.12533,-0.06686,-0.42359,-0.24554,-0.20524,0.01568,-0.21679,0.03282,-0.22748
0.04917,-0.24045,0.03034,-0.23372,-0.17476,-0.00699,-0.19444,-0.30876,-0.19701,-0.29780,-0.27350,-0.35348,0.06456,-0.32199,-0.21950,-0.05171,-0.03523,-0.10781,0.01260,-0.36767,-0.23624,-0.00054,-0.07036,-0.17126,-0.28574,0.07988,-0.19128,-0.10484,-0.02173,-0.13452,-0.07795,-0.03664,-0.05684,0.05868,-0.12021,-0.11540,-0.10526,-0.00197,0.03904,-0.37889,-0.19755,-0.12012,-0.13299,-0.25424,-0.17831,-0.16781,-0.17640,0.14092,-0.23547,-0.02437,-0.01234,-0.02598,-0.27238,0.00711,-0.26218,0.06722,-0.22798,-0.07298,-0.32025,-0.18673,-0.28707,-0.15791,-0.05803,-0.05134,0.00263,-0.08749,0.03420,0.00516,0.00872,0.00921,-0.03188,-0.09356,-0.23002,0.08363,-0.21945,-0.15526,-0.30992,-0.21691,-0.15251,-0.16691,0.00383,-0.16897,0.00778,-0.28447,-0.16565,-0.12350,-0.34119,-0.22762,-0.25260,-0.04034,0.06679,-0.24232,-0.21019,0.03305,-0.11636,0.08926,-0.08405,-0.10164,-0.16632,-0.12671
-0.22091,-0.02484,0.23320,0.01441,-0.19587,-0.06756,-0.11638,-0.11201,0.00490,-0.27983,-0.00665,-0.18025,-0.20313,0.03287,0.13107,0.04827,-0.05443,0.11192,0.29020,-0.11499,-0.24248,-0.00961,-0.23885,0.05062,-0.01073,0.18427,-0.13011,-0.04950,-0.07210,-0.01908,0.05108,-0.07799,0.03565,-0.15116,0.11570,-0.11248,-0.07362,-0.11419,-0.06038,0.15802,-0.02502,-0.00599,-0.22507,-0.03197,0.01438,-0.09043,0.05659,0.12241,-0.05702,0.07227,-0.14087,-0.12859,-0.25411,-0.09690,-0.20913,0.10645,-0.20248,-0.11752,-0.11298,0.04171,-0.20881,0.03031,0.03155,0.06612,0.09801,0.02997,-0.29096,0.00563,-0.06588,-0.07359,-0.08787,0.01549,0.07569,0.08264,-0.03639,0.07428,-0.10187,-0.16249,0.09548,0.06705,0.00515,0.12158,-0.17690,0.04082,-0.27401,0.02835,-0.04497,0.14762,-0.14888,-0.00368,-0.23833,-0.23086,-0.19199,0.15381,-0.02573,-0.19788,-0.13019,-0.13207,0.22066,-0.08785
0.00642,-0.20483,-0.05277,-0.02912,-0.05135,-0.06783,-0.38190,-0.04738,-0.12294,-0.19446,-0.16243,-0.17420,-0.14662,-0.18207,-0.00334,-0.11687,-0.32813,0.04880,-0.09351,-0.12181,-0.12874,-0.16260,-0.36044,-0.27070,0.01852,-0.13129,-0.22576,0.08318,0.00278,-0.09793,-0.09480,-0.18227,-0.04418,-0.46432,-0.16545,-0.16139,-0.19088,-0.04568,-0.04976,-0.19592,-0.19668,0.07585,-0.07360,-0.00660,0.02910,-0.19974,-0.09865,-0.06920,0.06150,-0.35607,-0.12055,-0.14401,-0.10318,0.06623,-0.18692,-0.02716,-0.10332,0.24016,-0.19730,-0.22556,-0.28030,-0.17125,0.02778,-0.09568,-0.09449,-0.15494,0.20091,-0.27990,-0.15769,-0.04145,0.00737,-0.16217,0.00453,0.03288,0.00710,-0.11328,0.21243,-0.08013,-0.21475,-0.22325,0.15357,0.14698,0.06551,-0.06034,-0.38122,0.10062,-0.37588,-0.17334,-0.06256,0.01341,0.03950,-0.02822,-0.28758,0.02529,-0.06611,0.00085,-0.05502,-0.08029,0.01101,-0.03710
0.10868,-0.22035,-0.12593,-0.01211,0.09279,0.02048,-0.11708,-0.19023,-0.16530,-0.26802,0.18426,0.02878,-0.22524,0.00848,-0.03393,-0.30575,-0.26747,0.03459,-0.09535,-0.09743,-0.01469,-0.01992,-0.19527,-0.15358,-0.03062,-0.07868,-0.35206,-0.08337,-0.14137,-0.05774,0.01009,0.03044,0.04851,-0.17040,-0.07862,-0.15489,-0.11643,-0.10626,-0.07295,-0.09742,-0.15564,-0.03608,-0.14515,-0.10956,-0.13138,-0.02159,-0.02841,-0.04563,-0.08419,-0.33109,-0.09270,-0.09289,-0.28257,0.00881,-0.17418,-0.06840,0.13805,-0.07721,-0.27569,-0.08763,-0.15589,-0.04470,-0.04644,-0.24523,-0.10200,-0.20132,-0.08126,-0.10595,-0.14505,-0.28328,-0.06672,-0.24738,-0.21357,-0.10573,0.09764,0.01999,-0.05263,-0.22519,-0.22582,-0.04444,-0.15436,0.06757,0.00727,-0.27304,-0.25383,0.21833,-0.24030,-0.03386,-0.03135,0.08381,0.00106,-0.08185,-0.10601,-0.10014,-0.06862,-0.11204,-0.07939,-0.06388,-0.02574,-0.20123
-0.13541,-0.29810,-0.07074,-0.10575,-0.12323,-0.16474,-0.16141,-0.23165,-0.15390,-0.20409,-0.27424,-0.22776,0.06243,-0.29364,-0.08353,-0.04081,-0.10789,-0.22589,-0.19697,-0.00433,-0.08025,-0.21387,-0.22091,-0.12464,-0.07783,-0.10993,-0.35817,-0.13190,-0.37971,-0.15750,-0.15172,-0.25608,-0.41496,-0.24208,-0.11894,-0.17018,-0.34573,0.05575,-0.11406,-0.10770,-0.25938,-0.15897,-0.13378,0.10999,-0.15122,-0.08180,-0.01117,-0.07298,-0.26270,-0.31250,-0.04754,-0.10808,-0.25038,-0.10311,0.01051,0.04283,-0.03123,-0.13971,-0.21087,-0.02530,-0.25006,-0.12312,-0.17800,-0.00724,-0.14955,-0.01414,-0.05378,-0.34579,0.05883,-0.00144,-0.14253,-0.12328,-0.12872,-0.30705,-0.08393,0.00978,-0.29816,-0.16650,-0.14770,-0.07034,-0.16205,-0.19760,-0.34424,-0.28879,-0.27266,0.03285,0.01279,-0.30412,-0.19023,-0.20861,-0.23960,-0.18586,-0.09294,-0.14184,-0.10348,-0.09581,-0.22900,-0.38044,-0.09203,0.08682
