-3.44680,-3.77903,-1.21712,0.21917,-0.43641,-1.75957,-0.68025,0.01927,-0.71084,-0.09739,0.22506,-0.08945,0.05130,0.88647,0.85244,0.15656,-1.83872,-0.61446,0.57347,-0.08232,0.07688,0.51899,0.14378,0.24016,0.37452,-0.32338,0.75937,0.92329,-0.08219,1.12474,1.32667,0.53033,0.53472,0.87721,1.40852,1.16538,-0.26015,0.26369,2.04283,1.57977,-0.11998,-0.63011,0.11846,0.45554,-0.52453,-0.39775,0.12950,0.57450,-0.29066,0.02221,0.13343,0.28957,1.18808,-0.02246,-0.31469,0.32861,2.58619,1.01130,0.27200,0.82267,0.23191,0.43159,0.96145,0.98222
-0.45201,-0.90797,-1.58295,-1.65086,-0.62382,-0.82193,-0.93534,-1.36954,-0.38179,-0.68821,-1.11684,-1.26061,-0.03222,0.12522,-0.62465,-1.18388,-0.34034,-0.38404,-0.39544,-0.89073,-0.66150,-0.54448,-0.45619,-0.56069,-0.67171,-0.53500,-0.91807,-0.95259,-0.50708,-0.75805,-0.91115,-0.76043,-0.77505,-0.88077,-1.05838,-0.53658,-0.36532,-0.73329,-1.43565,-0.87401,-1.01259,-0.98702,-1.38836,-1.07805,-1.16184,-1.06856,-0.85204,-1.14876,-1.19150,-1.00224,-1.22634,-1.33895,-0.81232,-0.60882,-0.60103,-0.43367,-0.61325,-0.68980,-0.57970,-0.53230,-0.73737,-1.12717,-0.73819,-0.44085
0.11621,-0.24492,-1.80350,-1.80191,-0.67116,-0.93333,-1.37197,-1.87051,-0.51946,-0.94608,-1.64517,-1.41286,-0.47831,-0.63322,-1.32815,-1.64015,0.00478,-0.54579,-0.65320,-1.09050,-0.54855,-0.64081,-0.87094,-0.87517,-0.76575,-0.86664,-1.40311,-1.22090,-1.07022,-1.81941,-1.51732,-0.93992,-1.05297,-1.46274,-1.49463,-1.07290,-1.00121,-1.38568,-1.72348,-1.25150,-1.35735,-1.40808,-1.60438,-1.75347,-1.38742,-1.33208,-1.28293,-1.74929,-1.65895,-1.21859,-1.38658,-1.34292,-1.22251,-0.69865,-0.50030,-0.63265,-1.27541,-1.65104,-0.67100,-0.75551,-0.78465,-0.76529,-1.05065,-0.92010
-0.70381,-1.33130,-1.52207,-1.46887,-0.76314,-1.01563,-0.71050,-1.12350,-0.53801,-0.72817,-1.07877,-1.06225,0.38350,0.25766,-0.28726,-0.76866,-0.52534,-0.48631,-0.37287,-0.40697,-0.14860,-0.43417,-0.41037,-0.13467,-0.37725,-0.52995,-0.84947,-0.76986,-0.50845,-0.76172,-0.61796,-0.76153,-0.54667,-0.84728,-0.65223,-0.61729,-0.84359,-1.08922,-0.75950,-0.90692,-0.70321,-1.13753,-1.06690,-1.09923,-0.92925,-1.13030,-0.82027,-0.97995,-1.04452,-1.05202,-1.12009,-1.04922,-0.44375,-0.40737,-0.24670,-0.19374,-0.11702,-0.48926,-0.68925,-0.75661,-0.66429,-0.67985,-0.63766,-0.42553
-0.53617,-0.85713,-1.52226,-1.59943,-0.72533,-0.68166,-1.03068,-1.47819,-0.47878,-0.49829,-0.88903,-1.36612,0.01016,0.10053,-0.44560,-1.30979,-0.28549,-0.38725,-0.61528,-0.72077,-0.53050,-0.67638,-0.68212,-0.52879,-0.55848,-0.60464,-0.95458,-0.41218,-0.55178,-0.78638,-0.98391,-0.75656,-0.70577,-0.74103,-1.20770,-0.94311,-0.25479,-1.13430,-0.61753,-0.72551,-0.72797,-1.12180,-0.85364,-0.97747,-1.13841,-1.11794,-1.13043,-1.00892,-1.10802,-0.90732,-1.08652,-1.23079,-0.77845,-0.78021,-0.55150,-0.06806,-0.59103,-0.69154,-0.64691,-0.57357,-0.96579,-0.64311,-0.80162,-0.54849
-0.28334,-0.55115,-1.27151,-1.56413,-0.58187,-0.73870,-0.93129,-1.40130,-0.54790,-0.94838,-1.05718,-1.47955,-0.40484,-0.58338,-1.10393,-1.22347,-0.46472,-0.61550,-0.78354,-0.55971,-0.73293,-0.58228,-0.77208,-0.60497,-0.43749,-0.76432,-1.31366,-1.08891,-0.70827,-1.05959,-1.06931,-0.40836,-0.74949,-0.73663,-1.10062,-0.64991,-0.68558,-0.70003,-1.47999,-0.75444,-0.95929,-1.13548,-1.59884,-1.30713,-1.19938,-1.07456,-1.06223,-1.20293,-1.32969,-0.72695,-1.07687,-1.07743,-0.75150,-0.69297,-0.69555,-0.62043,-1.04309,-1.07983,-0.41112,-0.71952,-0.85314,-0.68288,-0.80841,-0.77699
-0.74681,0.26885,0.43446,-0.39477,-0.97124,-0.56726,-1.07217,-0.86780,-0.44617,-0.92372,-1.08935,-0.86990,-2.18809,-2.12194,-1.29942,-0.71798,-0.44718,-0.03005,-0.05627,-0.19245,-0.64818,-0.43341,-0.77960,-0.81919,-0.23396,-1.53866,-0.37791,-0.34525,-0.29408,0.13148,-0.01601,0.36284,-0.93699,-0.14533,0.26196,-0.19755,-1.04037,-0.13644,0.35256,-0.30705,-0.40879,-0.34013,-0.88266,-0.32525,-0.69732,-0.86264,-0.47308,-0.70984,-0.77888,0.23045,-0.37017,-0.59131,-0.09516,-0.66680,-0.28132,-0.71160,-1.09894,-0.36962,0.07845,-0.47029,0.08033,0.22296,-0.04240,-0.25869
-2.51496,-2.09455,0.24732,0.18659,-0.61452,-1.40844,-0.55122,-0.06112,-0.54385,-0.31395,-0.25942,-0.07217,-1.08399,-0.61088,0.03687,0.09300,-1.34474,-0.25143,0.48162,-0.38617,-0.43113,0.18283,-0.47304,-0.16344,0.19687,-0.29766,0.16644,0.82400,-0.11656,1.09405,1.63334,0.78773,0.01805,0.79238,1.49013,0.99893,-0.53745,0.52833,1.96684,1.46197,-0.03486,-0.27550,-0.03638,0.40631,-0.21001,-0.50417,0.30043,0.18521,-0.28120,0.55950,0.30374,0.07498,0.86547,-0.03653,-0.43371,-0.12535,0.90196,0.76149,0.25575,0.41797,0.72617,0.75034,1.21012,0.80426
-0.12005,-0.32479,-1.62308,-1.82691,-0.72662,-0.53364,-1.31922,-1.66081,-0.48073,-1.05546,-1.65355,-1.62118,-0.53236,-0.82850,-1.25665,-1.68288,-0.24925,-0.48987,-0.67309,-0.97166,-0.61167,-0.38403,-1.02398,-0.59514,-0.93310,-1.01661,-1.14714,-1.12779,-0.92386,-1.23294,-1.36569,-1.06014,-1.09834,-1.25181,-1.42078,-0.75054,-0.60783,-1.23559,-1.57912,-1.07982,-1.28314,-1.39952,-1.52457,-1.52961,-1.37213,-1.19170,-1.44483,-1.43235,-1.33884,-1.07234,-1.42731,-1.32117,-1.15046,-0.80800,-0.60172,-0.61793,-1.35707,-1.13858,-0.62384,-0.78791,-1.07679,-1.11248,-1.10955,-0.97899
-0.85956,0.17543,0.42374,0.04976,-0.06271,-0.18255,-0.40155,-0.55764,-0.10140,-0.80306,-0.52725,-0.41468,-1.68023,-1.69804,-0.94380,-0.58119,0.19735,0.29827,0.17092,-0.07525,-0.93093,-0.15698,-0.82000,-0.98780,-0.17472,-0.40260,-0.14180,-0.17775,-0.12435,0.91492,1.08562,0.25840,-0.79945,0.28460,0.97280,0.32611,-0.41451,0.92632,1.19209,0.24763,-0.44929,0.13326,-0.35777,0.11831,-0.01503,-0.29548,0.61066,-0.29233,-0.49403,0.28161,0.02267,-0.45071,-0.07544,-0.31200,-0.30689,-0.57892,-0.64781,0.08149,0.46375,-0.20293,0.01912,0.05646,0.52164,-0.16631
