-0.45645,-0.76876,-0.28028,-1.46502,-0.92652,-0.12185,-0.07929,-0.70042,0.04221,0.15893,-0.51931,-0.26540,-0.16734,-0.30913,-0.31692,0.04039
-0.82852,-1.20214,-1.20452,-1.84901,0.42129,-0.25317,-0.88164,-1.22306,0.35869,-0.11760,-1.09356,-0.92080,0.36778,-0.00437,-0.24461,-0.31846
-0.62858,-1.41669,-1.00811,-1.21765,-0.22923,-0.24671,-0.53294,-1.21118,-0.32295,-0.18024,-0.40565,-0.87981,0.14976,-0.46339,-0.23053,-0.44683
0.15970,-0.17043,-1.70900,-2.61200,-0.17404,-0.34203,-0.79021,-1.98767,-0.05167,-0.10944,-1.37197,-1.84171,-0.41541,-0.63430,-0.63128,-2.33788
-0.39692,-1.38017,-1.03007,-1.37930,-1.00235,0.02470,-0.45165,-1.34915,0.13733,-0.06811,-0.43522,-0.63835,0.18190,-0.23982,-0.20443,-0.36486
-0.13650,-1.19605,-1.22528,-2.14539,-0.42649,-0.23779,-0.45578,-1.33072,-0.14033,-0.00115,-0.73371,-1.31531,-0.02389,-0.42150,-0.51326,-0.72189
0.66421,-1.21430,-2.41097,-3.45937,-0.05597,-0.69222,-1.16001,-2.68520,-0.43686,-0.17471,-0.58867,-2.31125,-0.54022,-0.81478,-0.89942,-2.31488
2.88679,3.71305,1.58044,2.32954,3.10462,1.13490,-1.05567,0.74054,-11.47920,-2.24973,-0.07741,1.57880,-20.53734,-4.28910,0.10595,1.76692
0.00646,-0.90750,-1.16452,-1.88265,-0.03716,-0.47989,-1.22802,-0.91388,-0.11305,-0.21361,-0.62911,-0.83025,0.14398,-0.63668,-0.45969,-0.70690
-0.03249,-0.71254,-1.69697,-3.11296,-0.02124,-0.30392,-1.16009,-2.06442,-0.13103,-0.23168,-0.79165,-1.29888,0.17333,-0.54128,-0.79819,-0.59721
-2.70937,0.08673,1.04743,-0.16715,-1.50429,-0.02746,-0.34737,-0.06328,-0.46141,0.16260,-1.16079,0.28281,-0.45430,1.09073,2.00921,0.09501
-0.61141,-1.22864,-0.46996,-1.43415,0.10865,0.09525,-0.16044,-0.70349,-0.38216,-0.09595,-0.18093,-0.51591,-0.19004,-0.41076,-0.66327,0.06724
-0.78681,0.37477,-0.99160,-1.44491,-0.27639,-0.56817,-0.57036,-1.53948,-0.15121,-0.60059,-0.35603,-0.85099,-0.19380,-0.04071,0.32686,-0.41332
-0.14313,-1.19930,-2.21447,-3.39715,0.14116,-0.74752,-1.48934,-2.43719,-0.33563,-0.36710,-0.70072,-1.79332,0.35766,-0.41147,-0.88394,-1.17961
-0.08817,-0.85917,-1.83122,-3.20663,-0.38585,-0.82526,-1.20392,-2.29536,-0.12376,-0.21113,-1.15423,-1.55536,0.53309,-0.28173,-0.54460,-0.51076
-0.17602,-0.98529,-1.51618,-1.83117,-0.59810,-0.52751,-1.23633,-1.87372,0.15010,-0.43038,-1.01197,-1.43987,0.12672,-0.79552,-0.83320,-1.09021
0.14289,-0.46421,-1.28504,-1.61910,0.40339,-0.47368,-0.88735,-0.79398,-0.22064,-0.52872,0.01751,-0.76504,-0.49984,-0.39136,0.09061,0.01799
-0.46700,-1.34055,-1.43496,-2.30847,-0.45589,-0.32097,-0.98172,-1.49893,0.47239,-0.44255,-0.28632,-1.06718,0.41212,-0.36002,-0.17253,-0.48701
-1.24179,0.28900,0.01462,-0.37095,-0.79478,-0.48728,-0.42397,-0.31460,-0.47454,0.34338,-0.28249,-0.23156,-0.81057,0.28698,0.95753,0.24648
-0.21475,-0.97237,-0.52046,-0.58856,-0.31014,-0.12054,-0.74652,-0.84834,-0.07350,-0.68911,-0.35228,-0.46672,0.33746,-0.63338,0.12994,-0.07532
-0.63462,-0.81191,-0.39410,-1.09021,0.15752,-0.38874,-0.60672,-0.38668,0.20344,0.04997,-0.17355,-0.01044,0.05428,-0.29741,-0.44027,-0.22076
-0.55319,-1.34076,-2.34809,-3.43967,-0.53524,-0.86981,-0.95119,-2.05555,0.06758,0.28953,-0.36292,-1.31925,0.65723,-0.14674,-0.28062,-0.41917
0.14863,-0.33199,-0.24036,-1.22868,0.43890,0.86014,-0.05645,-0.78546,-0.01902,0.50932,-0.00698,-0.62899,-0.84512,0.57452,-0.63049,-0.53252
-1.31043,-1.97974,-1.11199,-2.40742,0.03151,-0.54235,-1.02611,-1.33568,0.13631,-0.16884,0.01537,-1.08739,0.71425,0.00201,-0.50412,-0.12138
-0.21971,-1.28673,-1.70567,-1.83995,-0.34546,-0.66547,-0.78720,-1.10283,-0.15920,-0.02404,-0.29170,-0.93876,0.14174,-0.15633,-0.42235,-0.56108
0.23550,-0.57914,-1.63454,-2.87876,-0.30160,-0.66189,-1.16733,-2.59836,0.04637,-0.27200,-0.87609,-1.85292,-0.20484,-0.90816,-0.65848,-1.80344
0.03251,-0.65865,-0.80108,-1.57701,-0.68920,-0.68519,-0.29336,-0.58201,0.03861,-0.21030,-0.61122,-1.08426,-0.26355,0.11332,-0.27144,0.03503
-0.35005,-1.64329,-1.39379,-1.90622,-0.34089,-0.34517,-0.84797,-1.72223,-0.10860,-0.03495,-0.44224,-0.85041,0.14978,-0.43428,-0.58613,-0.66980
-0.05771,-1.03263,-2.16508,-3.24776,-0.05642,-0.64929,-1.16408,-1.82620,0.20803,-0.10021,-1.20832,-2.00433,0.03499,-0.67854,-0.69990,-0.94501
